record_id,status,confidence,rule_code,requires_review,exception_code,delay_flag,evidence
ORD-2026070024,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_653AEA526BC679', 'settlement_id': 'setl_3DDAEE01128E33', 'amount_paise': 2640967}"
ORD-2026070025,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E67552E944AA7E', 'settlement_id': 'setl_02984C86414232', 'amount_paise': 64932}"
ORD-2026070026,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_3B4A20535ADDF5', 'settlement_id': 'setl_D5B6FC2A140CC5', 'amount_paise': 601852}"
ORD-2026070027,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_F1007452C2B2A8', 'settlement_id': 'setl_6F1E42C70030AD', 'amount_paise': 701838}"
ORD-2026070028,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_3E545FFB87FAAE', 'settlement_id': 'setl_383EA9C40881CC', 'amount_paise': 1506976}"
ORD-2026070029,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_BCDA66721F381A', 'settlement_id': 'setl_C3BAAC9D7E82F5', 'amount_paise': 249959}"
ORD-2026070030,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_742A5486479FBE', 'settlement_id': 'setl_FF0197D356A742', 'amount_paise': 566704}"
ORD-2026070031,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_A3E1D961AAF2C1', 'settlement_id': 'setl_FF4EA7C403419F', 'amount_paise': 1507172}"
ORD-2026070032,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_13E359EC18A652', 'settlement_id': 'setl_4DCBAB0D86C149', 'amount_paise': 643351}"
ORD-2026070033,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D416152B4E7F6E', 'settlement_id': 'setl_40C1F16D8006DA', 'amount_paise': 1397911}"
ORD-2026070034,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_25036207C806EB', 'settlement_id': 'setl_B9943C21567768', 'amount_paise': 1803019}"
ORD-2026070035,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_1D51FD81311115', 'settlement_id': 'setl_B544554D420027', 'amount_paise': 487615}"
ORD-2026070036,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_7AC1E37D400721', 'settlement_id': 'setl_37DDB2ED597520', 'amount_paise': 810020}"
ORD-2026070037,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_2D3889CC8EB0A7', 'settlement_id': 'setl_CC7E03BBD84E66', 'amount_paise': 2209493}"
ORD-2026070038,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8DB686C02C48F0', 'settlement_id': 'setl_C5E98B8BF48B4C', 'amount_paise': 292919}"
ORD-2026070039,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8B77BF3D8B4ACC', 'settlement_id': 'setl_A43B47B9979501', 'amount_paise': 586525}"
ORD-2026070040,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9ABAFF981FCD30', 'settlement_id': 'setl_FE74FDFE4A1021', 'amount_paise': 128789}"
ORD-2026070041,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_4DA57DA043DEB3', 'settlement_id': 'setl_17AC1E53624712', 'amount_paise': 839410}"
ORD-2026070042,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8FBFE0EF5AE494', 'settlement_id': 'setl_A499CD4BF712F9', 'amount_paise': 1111241}"
ORD-2026070043,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9B6D748E0B6F56', 'settlement_id': 'setl_A3EBE0A9FC3B41', 'amount_paise': 22847}"
ORD-2026070044,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D93483CC64B95C', 'settlement_id': 'setl_7F8E0060C27D64', 'amount_paise': 2143102}"
ORD-2026070045,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_410A283F832F6C', 'settlement_id': 'setl_639FEB0014518E', 'amount_paise': 190300}"
ORD-2026070046,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_28CFD740048DBB', 'settlement_id': 'setl_4CBC922B38EE63', 'amount_paise': 292432}"
ORD-2026070047,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_BB44B8EB518A52', 'settlement_id': 'setl_9119258B53E682', 'amount_paise': 726050}"
ORD-2026070048,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_882F311F6C6C41', 'settlement_id': 'setl_372D4BD7FA356A', 'amount_paise': 716288}"
ORD-2026070049,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_78814E6CA169F0', 'settlement_id': 'setl_F9D602D6BAA544', 'amount_paise': 648623}"
ORD-2026070050,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_7B30DFEC24B49E', 'settlement_id': 'setl_D79EB863B0EC01', 'amount_paise': 71961}"
ORD-2026070051,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_ACFF0644E6FE6C', 'settlement_id': 'setl_586F21A51F0DD3', 'amount_paise': 582129}"
ORD-2026070052,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_1CEC40110015A2', 'settlement_id': 'setl_30558828BEA6C6', 'amount_paise': 39056}"
ORD-2026070053,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_79ECBC1D43AC17', 'settlement_id': 'setl_58C5EC4F5DE349', 'amount_paise': 109357}"
ORD-2026070054,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_AD2EC1A4B52303', 'settlement_id': 'setl_4D35A42DA767C8', 'amount_paise': 163352}"
ORD-2026070055,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E9BD706BB0A3CD', 'settlement_id': 'setl_2CC7280900E787', 'amount_paise': 242247}"
ORD-2026070056,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_1679C94C142A3F', 'settlement_id': 'setl_C9FC6E1D1272A1', 'amount_paise': 46867}"
ORD-2026070057,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_30CF9E90507B47', 'settlement_id': 'setl_BC34561D7F64AC', 'amount_paise': 624602}"
ORD-2026070058,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_A6A3220A49A0B4', 'settlement_id': 'setl_3F4B8EEA4245D5', 'amount_paise': 73524}"
ORD-2026070059,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D69010799DB4A4', 'settlement_id': 'setl_3B91261CC6D20C', 'amount_paise': 1986389}"
ORD-2026070060,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_BC99C7C3C8EF87', 'settlement_id': 'setl_B4160AFC8DBFA0', 'amount_paise': 680258}"
ORD-2026070061,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_B9277B4104DCD9', 'settlement_id': 'setl_CC14A76F44E712', 'amount_paise': 77039}"
ORD-2026070062,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_A8CC4B604F9CB6', 'settlement_id': 'setl_0AEF08289948A9', 'amount_paise': 453438}"
ORD-2026070063,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_08A0524F1FB158', 'settlement_id': 'setl_1E82C88FCDA79D', 'amount_paise': 52727}"
ORD-2026070064,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9DF5B9A5AD4D26', 'settlement_id': 'setl_742967BF9BB72E', 'amount_paise': 521105}"
ORD-2026070065,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E0FAC9B41BD4B1', 'settlement_id': 'setl_E719151DDE4B15', 'amount_paise': 70690}"
ORD-2026070066,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_0D6054D5992FAD', 'settlement_id': 'setl_C0E9EA3232A204', 'amount_paise': 768330}"
ORD-2026070067,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9C757EE938D69C', 'settlement_id': 'setl_BB49117D1A03C4', 'amount_paise': 838435}"
ORD-2026070068,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5D53C129D9A3DF', 'settlement_id': 'setl_60FE9814EFC833', 'amount_paise': 700078}"
ORD-2026070069,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8305F3B8CB447C', 'settlement_id': 'setl_9B25B9D61AC8E6', 'amount_paise': 1846567}"
ORD-2026070070,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5841A8DB3E876F', 'settlement_id': 'setl_AD6BEA73B09411', 'amount_paise': 930707}"
ORD-2026070071,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_7655E5F3AB48B0', 'settlement_id': 'setl_DA04BDDEEA102D', 'amount_paise': 431469}"
ORD-2026070072,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E3DFB091155A6E', 'settlement_id': 'setl_C8ED391354DA9E', 'amount_paise': 806213}"
ORD-2026070073,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E5AED4FF6E86B3', 'settlement_id': 'setl_BB79E898537F26', 'amount_paise': 488298}"
ORD-2026070074,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_88BB332DAD8FBF', 'settlement_id': 'setl_E0825D0CAD9102', 'amount_paise': 5272561}"
ORD-2026070075,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_2BE0FF4D636E47', 'settlement_id': 'setl_502859AB396F1E', 'amount_paise': 2201295}"
ORD-2026070076,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_029769862257DB', 'settlement_id': 'setl_522FBFA78964D2', 'amount_paise': 67371}"
ORD-2026070077,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E842C52785DF6B', 'settlement_id': 'setl_803C3E59514522', 'amount_paise': 722538}"
ORD-2026070078,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9477089A91BD9A', 'settlement_id': 'setl_08AE2767657982', 'amount_paise': 203579}"
ORD-2026070079,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_BC88F4CBE6449F', 'settlement_id': 'setl_253BC7E1F84037', 'amount_paise': 1716023}"
ORD-2026070080,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_91007204714EAD', 'settlement_id': 'setl_18A4DD704F7E3D', 'amount_paise': 590040}"
ORD-2026070081,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5784A238022816', 'settlement_id': 'setl_D8260F69C8562F', 'amount_paise': 594531}"
ORD-2026070082,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_B00EC3E253B5AC', 'settlement_id': 'setl_41F524C9E32276', 'amount_paise': 369666}"
ORD-2026070083,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_BE224C3227AEC1', 'settlement_id': 'setl_5C7E2E13F71017', 'amount_paise': 801430}"
ORD-2026070084,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_FFD9063AE3E259', 'settlement_id': 'setl_A11ED8B2DCDE9A', 'amount_paise': 753976}"
ORD-2026070085,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_7216FA14B41758', 'settlement_id': 'setl_9AA4C6407F9D94', 'amount_paise': 7036718}"
ORD-2026070086,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_121019440D350E', 'settlement_id': 'setl_9248515EECED63', 'amount_paise': 5530623}"
ORD-2026070087,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5EFE4663B5CD8C', 'settlement_id': 'setl_C731AEF739404F', 'amount_paise': 126348}"
ORD-2026070088,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_90A057998A5BA5', 'settlement_id': 'setl_986801E1D2561A', 'amount_paise': 49506}"
ORD-2026070089,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_F2154072DA520C', 'settlement_id': 'setl_8523B3F99BDB84', 'amount_paise': 798108}"
ORD-2026070090,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_42999BAD33FF61', 'settlement_id': 'setl_4C298A2818BCA7', 'amount_paise': 76256}"
ORD-2026070091,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_AF427C548B1DE8', 'settlement_id': 'setl_08D3F0AC37B06F', 'amount_paise': 390657}"
ORD-2026070092,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_34332C05E3BC68', 'settlement_id': 'setl_A0F2F2BCA8405C', 'amount_paise': 45889}"
ORD-2026070093,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5D35FC7087EB74', 'settlement_id': 'setl_E9AFACE267CF11', 'amount_paise': 2410440}"
ORD-2026070094,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D4E4166B1AD0A7', 'settlement_id': 'setl_D52CCB122F4702', 'amount_paise': 278861}"
ORD-2026070095,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_A910205D956730', 'settlement_id': 'setl_DAD811C57E3BA2', 'amount_paise': 6267707}"
ORD-2026070096,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D3A8E4B6607996', 'settlement_id': 'setl_A87DEB8553BC79', 'amount_paise': 287552}"
ORD-2026070097,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_64F624500C7347', 'settlement_id': 'setl_92F262316615A1', 'amount_paise': 827694}"
ORD-2026070098,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_5BBF1508235DC6', 'settlement_id': 'setl_FF728025B0ABB5', 'amount_paise': 551960}"
ORD-2026070099,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_75ABCF10D9A467', 'settlement_id': 'setl_BF99A37CFC0A5B', 'amount_paise': 71180}"
ORD-2026070100,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_0291E44B977464', 'settlement_id': 'setl_5FEEAB0C273EE1', 'amount_paise': 377769}"
ORD-2026070101,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_03965662F13A71', 'settlement_id': 'setl_6A04F93A278B9C', 'amount_paise': 57217}"
ORD-2026070102,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_9278D956849A5B', 'settlement_id': 'setl_59A2440D3E644A', 'amount_paise': 700958}"
ORD-2026070103,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_CC6102978137A6', 'settlement_id': 'setl_355279034EA64D', 'amount_paise': 736789}"
ORD-2026070104,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_6DD5B2AA2EF2EF', 'settlement_id': 'setl_B5E2C057F6E894', 'amount_paise': 3128581}"
ORD-2026070105,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_E3301A6FE0606B', 'settlement_id': 'setl_95A0C8AC18CD5C', 'amount_paise': 907272}"
ORD-2026070106,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8947B000BF90F6', 'settlement_id': 'setl_ECDA9FD8F0D338', 'amount_paise': 933829}"
ORD-2026070107,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_6A87C545AF74F7', 'settlement_id': 'setl_6B50593E709F23', 'amount_paise': 744311}"
ORD-2026070108,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_847F1AA02763BE', 'settlement_id': 'setl_0A9AEBE30306F5', 'amount_paise': 34076}"
ORD-2026070109,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_0DAEB0D912E7AF', 'settlement_id': 'setl_C454097F3689EC', 'amount_paise': 1710555}"
ORD-2026070110,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_C2CB0D810AD6F8', 'settlement_id': 'setl_43D6295235B625', 'amount_paise': 702326}"
ORD-2026070111,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_EA21BFEAE4E1FA', 'settlement_id': 'setl_2BAE2850D51E1C', 'amount_paise': 1398692}"
ORD-2026070112,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_09C4D42A110E15', 'settlement_id': 'setl_251AB48FE4EE89', 'amount_paise': 76646}"
ORD-2026070113,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_A97F538FF31F70', 'settlement_id': 'setl_7D97428558B1F2', 'amount_paise': 2661861}"
ORD-2026070114,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_2B249E85FDFDD0', 'settlement_id': 'setl_37A4B0CFD9D679', 'amount_paise': 52337}"
ORD-2026070115,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D3FEF00B5C5CA9', 'settlement_id': 'setl_3E81D46DAB685D', 'amount_paise': 2037943}"
ORD-2026070116,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_D084C1843CB629', 'settlement_id': 'setl_58E77A93D70456', 'amount_paise': 415265}"
ORD-2026070117,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8EC08D945940CF', 'settlement_id': 'setl_C1BAE379C1FBCD', 'amount_paise': 2182351}"
ORD-2026070118,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_89784BB8A93B63', 'settlement_id': 'setl_A7AD26E24CC464', 'amount_paise': 255330}"
ORD-2026070119,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_8147C36449DC35', 'settlement_id': 'setl_7EA54ED1490BAD', 'amount_paise': 552546}"
ORD-2026070120,EXACT_MATCH,100,ALL_EXACT,False,,False,"{'payment_id': 'pay_0235DCB470DDCD', 'settlement_id': 'setl_3B0DBFE7782BAC', 'amount_paise': 439281}"
ORD-2026070121,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_D9DB7589F2B402', 'settlement_id': 'setl_77A96F3D8C3884', 'amount_paise': 1227779, 'completed_refund_paise': 316300}"
ORD-2026070122,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_90BA0587F0A08B', 'settlement_id': 'setl_97C2BD0011E35C', 'amount_paise': 165521, 'completed_refund_paise': 57000}"
ORD-2026070123,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_2FDB38908532E8', 'settlement_id': 'setl_6930B12C12E53E', 'amount_paise': 27757, 'completed_refund_paise': 7100}"
ORD-2026070124,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_2E969F038E5BE4', 'settlement_id': 'setl_D0FD873E67105F', 'amount_paise': 2480991, 'completed_refund_paise': 283100}"
ORD-2026070125,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_7611C958255F3E', 'settlement_id': 'setl_CE61E447915CF5', 'amount_paise': 60459, 'completed_refund_paise': 15600}"
ORD-2026070126,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,True,"{'payment_id': 'pay_A0B86AF1E976E1', 'settlement_id': 'setl_6306744D291D4D', 'amount_paise': 801211, 'completed_refund_paise': 840900, 'delay_days': 6, 'delayed_settlement': True}"
ORD-2026070127,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_F230128243ABAC', 'settlement_id': 'setl_9EB0BD13B82360', 'amount_paise': 320779, 'completed_refund_paise': 110400}"
ORD-2026070128,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_88EE8693A17447', 'settlement_id': 'setl_26733D78AE519B', 'amount_paise': 286392, 'completed_refund_paise': 98600}"
ORD-2026070129,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_9BAEB189DEAE08', 'settlement_id': 'setl_11695FA2FB6AEA', 'amount_paise': 444630, 'completed_refund_paise': 50700}"
ORD-2026070130,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_0F8196970A4A2A', 'settlement_id': 'setl_48CA3E728F908B', 'amount_paise': 1055186, 'completed_refund_paise': 120400}"
ORD-2026070131,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_906040F1184A41', 'settlement_id': 'setl_5B9CC0B6EDC524', 'amount_paise': 19991, 'completed_refund_paise': 5200}"
ORD-2026070132,EXACT_MATCH_AFTER_REFUND,100,ALL_EXACT_AFTER_REFUND,False,,False,"{'payment_id': 'pay_AAE219D27350CB', 'settlement_id': 'setl_66266CE6E8102C', 'amount_paise': 1952132, 'completed_refund_paise': 222700}"
ORD-2026070133,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 73728, 'actual_credit_paise': 74108, 'completed_refund_paise': 0}"
ORD-2026070134,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 3037496, 'actual_credit_paise': 3043731, 'completed_refund_paise': 0}"
ORD-2026070135,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 177184, 'actual_credit_paise': 178096, 'completed_refund_paise': 0}"
ORD-2026070136,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 131738, 'actual_credit_paise': 132009, 'completed_refund_paise': 0}"
ORD-2026070137,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 3423798, 'actual_credit_paise': 3441422, 'completed_refund_paise': 0}"
ORD-2026070138,FEE_MISMATCH,100,FEE_OR_TAX_INCONSISTENT,True,FEE_MISMATCH,False,"{'expected_net_paise': 2373151, 'actual_credit_paise': 2378023, 'completed_refund_paise': 0}"
